estado;clube;clube_canonical;cidade;latitude;longitude;estadio
tocantins;ARAGUACEMA;Araguacema Futebol Clube;Araguacema;-8.8139;-49.5636;Estádio Municipal de Araguacema
tocantins;ARAGUAIA DE PALMAS;Araguaia de Palmas;Palmas;-10.2128;-48.3606;Estádio Nilton Santos
tocantins;ARAGUAÍNA;Araguaína Futebol e Regatas;Araguaína;-7.1914;-48.2053;Estádio Municipal José de Oliveira Leal
tocantins;ARSENAL;Arsenal Esporte Clube;Tocantinópolis;-6.3286;-47.4764;Estádio João Ribeiro
tocantins;ATLÉTICO CERRADO;Atlético Cerrado;Paraíso do Tocantins;-10.1764;-48.8714;Estádio Municipal Antônio Pereira Soares
tocantins;BATALHÃO;Batalhão Futebol Clube;Palmas;-10.2128;-48.3603;Estádio Nilton Santos
tocantins;BELA VISTA;Bela Vista Futebol Clube;Cachoeirinha;-6.4525;-47.6586;Estádio Municipal de Cachoeirinha
tocantins;CAPITAL;Capital Futebol Clube;Palmas;-10.2128;-48.3603;Estádio Nilton Santos
tocantins;CENTRAL PARAÍSO;Central Paraíso Esporte Clube;Paraíso do Tocantins;-10.1764;-48.8736;Estádio Municipal Antônio Pereira Soares
tocantins;COLINAS;Colinas Esporte Clube;Colinas do Tocantins;-8.0556;-48.4597;Estádio Municipal Bigodão
tocantins;GUARAÍ;Sport Club Guaraí;Guaraí;-8.8375;-48.5111;Estádio Municipal Delfino Pereira Lopes
tocantins;GURUPI;Gurupi Esporte Clube;Gurupi;-11.7292;-49.0583;Estádio Municipal Gilberto Resende
tocantins;INTERPORTO;Interporto Futebol Clube;Porto Nacional;-10.7083;-48.4175;Estádio General Sampaio
tocantins;MIRANORTE;Miranorte Esporte Clube;Miranorte;-9.5486;-48.3964;Estádio Municipal Zeca Marinho
tocantins;NOVA CONQUISTA;Nova Conquista Esporte Clube;Santa Fé do Araguaia;-7.1558;-48.7153;Estádio Municipal de Santa Fé do Araguaia
tocantins;PALMAS;Palmas Futebol e Regatas;Palmas;-10.2128;-48.3606;Estádio Nilton Santos
tocantins;PARAÍSO;Paraíso Esporte Clube;Paraíso do Tocantins;-10.1753;-48.8756;Estádio Pereirão
tocantins;SPARTA;Sparta Futebol Clube;Araguaína;-7.1931;-48.2053;Estádio Mirandão
tocantins;SÃO JOSÉ;São José Esporte Clube;Palmas;-10.2128;-48.3606;Estádio Nilton Santos
tocantins;TAQUARUSSÚ;Taquarussú Esporte Clube;Palmas;-10.2128;-48.3606;Estádio Nilton Santos
tocantins;TOCANTINS MIRACEMA;Tocantins Esporte Clube;Miracema do Tocantins;-9.5636;-48.3936;Estádio Castanheirão
tocantins;TOCANTINÓPOLIS;Tocantinópolis Esporte Clube;Tocantinópolis;-6.3297;-47.4767;Estádio João Ribeiro
tocantins;UNIÃO ATLÉTICA ARAGUAINENSE;União Atlética Araguainense;Araguaína;-7.1917;-48.2056;Estádio Mirandão
tocantins;UNIÃO ATLÉTICO;União Atlética Araguainense;Araguaína;-7.1917;-48.2056;Estádio Mirandão
tocantins;UNIÃO ATLÉTICO CLUBE;União Atlética Araguainense;Araguaína;-7.1917;-48.2056;Estádio Mirandão
tocantins;UNIÃO DE PALMAS;União Atlética de Palmas;Palmas;-10.2128;-48.3603;Estádio Nilton Santos
